contact_name,contact_email,name,location,founded_date,visible,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,all_tags,codex_presenter,codex_presentation_date
Rafael Miranda,rafael@legalbox.io,Legalbox.io,"Toronto, Canada",2016,false,Practice Management,,,"Legalbox simplifies the way to get legal tasks done through a web-based platform with a minimalist user interface and boards to make your workflow visual and efficient, where lawyers can rely on technology to organize what, when and how things have to be done to moving forward each case.
",legalbox.io,"","",https://www.crunchbase.com/organization/legalbox-io,agile,,
"","",PREDICTICE,Paris,2016,false,Legal Research,,,Predictice is a SaaS platform that delivers real time analytics to law professionals helping them save time in their legal research and boost performance & customer satisfaction 🚀,www.predictice.com,https://twitter.com/predictice?lang=fr,"",https://www.crunchbase.com/organization/predictice,"legal analytics, legal research",,
Michael Knox,michael@idisclose.com,LawCloud,"New York, New York",2014,false,Document Automation,,,LawCloud’s integrated library of user-friendly legal documents makes legal easier and more efficient at every step of your company’s life cycle.  iDisclose provides a full suite of disclosure documents as well as regulatory filings related to financing transactions. These services are designed to streamline the filing process through our simple question and answer technology which takes the complication out of these filings.,www.lawcloud.co,"",https://angel.co/idisclose,https://www.crunchbase.com/organization/idisclose,"",,
Jill Black,information@onit.com,Onit,"Houston, TX",2011,true,Practice Management - ,Unknown,Unknown,Helps corporate legal departments efficiently optimize and automate their work processes from contract management to e-discovery.,https://www.onit.com/,@Onitapps,"",https://www.crunchbase.com/organization/onit,"",false,
Sam Flynn,sam@joseflegal.com,Josef,"Melbourne, Australia",2018,true,Document Automation - ,Unknown,Unknown,"Josef is a “next generation” legal automation platform and an intuitive and engaging interface between lawyers and clients.

Josef enables lawyers to automate legal services and workflows on its no-coding-required platform; just click, type, drag and drop to create conversational legal bots. 

Josef's workflow builder integrates with a powerful document automation editor, supporting the generation of personalised legal documents, like letters, agreements and forms.

Designed by lawyers, for lawyers, Josef is the legal automation platform for every lawyer to use in their day-to-day work. 

Josef works across the legal industry, from global top-tier commercial firms to personal injury firms to local community legal centres.",https://joseflegal.com/,@joseflegal,"","","",false,
Carlo Bustillos,cbustillos@lawlinq.com,"LawLinq, Inc.","Los Angeles, CA",2013,false,Marketplace,,,California State Bar Certified- Lawyer Referral Service. Connecting clients with qualified attorneys across the state of California.,www.lawlinq.com,"","","","",,
Vanya Recht,vanya.recht@myflyright.de,MYFLYRIGHT,"Hamburg, Germany",2016,false,Practice Management,,,"One of the leading passenger aviation rights portals in Europe. Helping passengers prosecute their rights on flight delays, flight cancellations, delayed/ lost luggage and ticket refunds. Highly automated process allowing passengers to submit claims within a few minutes at no cost risk since the process fees are all covered by MYFLYRIGHT. A fee only applies in a successful execution of the claim. ",https://myflyright.com/,https://twitter.com/myflyrightde?lang=de,https://angel.co/myflyright-1,https://www.crunchbase.com/organization/myflyright,"flight cancellations, flight delays, passenger rights",,
Dominic Woolrych,dom@lawpath.com.au,LawPath,"Surry Hills, Sydney",2013,false,Document Automation,,,"LawPath is Australia's largest and leading online legal platform for businesses.

We provide technology powered legal services at a fraction of the time, cost and complexity of the traditional system.

50,000+ businesses have used LawPath to start a company, register their trademark, create legal documents or compare and choose a lawyer from Australia's largest lawyer marketplace.

Sign up for a free account here - https://lawpath.com.au/",http://lawpath.com.au,@LawPath,"","","",,
Dominic Woolrych,dom@lawpath.com.au,LawPath,"Surry Hills, Sydney",2013,false,Document Automation,,,"LawPath is Australia's largest and leading online legal platform for businesses.

We provide technology powered legal services at a fraction of the time, cost and complexity of the traditional system.

50,000+ businesses have used LawPath to start a company, register their trademark, create legal documents or compare and choose a lawyer from Australia's largest lawyer marketplace.

Sign up for a free account here - https://lawpath.com.au/",http://lawpath.com.au,@LawPath,"","","",,
Karl-Friedrich Mayer,Karl-Friedrich.Mayer@escriba.de,ESCRIBA AG,"Berlin, GE",1997,false,Document Automation,,,Automation software for document intense processes in all industries and business units and across all company sizes.,www.escriba.de,"","","","business application market place, business process management platform, case management platform, contract automation, document automation",,
Veronika Haberler,vh@lereto.at,LeReTo | Legal Research Tool,"Vienna, Austria",2016,true,Legal Research - ,Unknown,Unknown,"LeReTo automates legal research by connecting sources cited in documents with different content databases, including laws, court decisions and literature. 

Currently LeReTo has two tools available – an Online Viewer and a Word Plugin. 
Both versions come with an attachment convolute function, which allows the automatic download of the original document and all the sources cited within. 
So you get ONE smart document – ready to revise before an upcoming court hearing, to share with colleagues or send to your client.
",www.lereto.at,@LeReTo_,"","","legal research tool, citation and references",false,
Alvart Hajrapetian,alvart.hajrapetian@avtal24.se,Avtal24,"Stockholm, Sweden",2004,false,Document Automation,,,"Hi, 

My name is Alvart Hajrapetian and I’m working as Product Developer at Avtal 24, The Swedish provider of online legal services.

We think your initiative is bright and we would love to be mentioned in your Legal Tech Map and  receive the latest news of updates and events, how can we subscribe? 

Short introduction about us: 
Avtal24 is an online law firm which enables clients to get customized legal help and create contracts with the help of advanced legal technology, which identifies each client’s specific legal situation and guide them through the creating process. We also offer legal help with lawyers by video and phone. Our mission is to make law easy and available to everyone.  
 
Established: 2004 in Stockholm, Sweden 
Category: Contracts
Employees: 1-50
Business Model: Customized Legal Contracts and Legal Advice online
Legal areas: Private- and Business Law
Target markets: Individuals and Small Businesses“ 

Looking forward to hear from you!

Very best,
",https://avtal24.se/,"","","",https://avtal24.se/,,
